full_text,tokenized_text
info    buka jasa cleaningmaintenance laptop  ,"['info', 'buka', 'jasa', 'cleaningmaintenance', 'laptop']"
promo gais   minat liptint focallure ini  super glossy tint beli k,"['promo', 'gais', 'minat', 'liptint', 'focallure', 'super', 'glossy', 'tint', 'beli', 'k']"
info kos  daerah mulyosari mulyorejo budget fentilasi udara lancar,"['info', 'kos', 'daerah', 'mulyosari', 'mulyorejo', 'budget', 'fentilasi', 'udara', 'lancar']"
  pake line bank kalian biasa tarik tunai di mana,"['pake', 'line', 'bank', 'tarik', 'tunai']"
promo dijual koper inch k nego tipis,"['promo', 'dijual', 'koper', 'inch', 'k', 'nego', 'tipis']"
berita kehilangan,"['berita', 'kehilangan']"
  minat nambah knowledge di dunia data analyst sabi nih join di kegiatan ini intipinpendaftaransia,"['minat', 'nambah', 'knowledge', 'dunia', 'data', 'analyst', 'sabi', 'nih', 'join', 'kegiatan', 'intipinpendaftaransia']"
  pake byu  review ,"['pake', 'byu', 'review']"
rekomendasi brunch    sekiranya jarang dimention padahal enak,"['rekomendasi', 'brunch', 'jarang', 'dimention', 'enak']"
,[]
 sekarang lkmm jurusan mana aja,"['lkmm', 'jurusan', 'aja']"
semangat buat hari ini,['semangat']
gerbang ppns buka ngga ,"['gerbang', 'ppns', 'buka', 'ngga']"
fakultas  identik warna kuning itu fakultas  ,"['fakultas', 'identik', 'warna', 'kuning', 'fakultas']"
buat semangat uap fisika listrik magnet nya,"['semangat', 'uap', 'fisika', 'listrik', 'magnet', 'nya']"
info baso arsi buka pas sabtu gakkk,"['info', 'baso', 'arsi', 'buka', 'pas', 'sabtu', 'gakkk']"
bisa bisanya sedih pas temen deket lawan jenis dipdktin orang biasanya haha hihi tiap hari chatan,"['bisanya', 'sedih', 'pas', 'temen', 'deket', 'lawan', 'jenis', 'dipdktin', 'orang', 'haha', 'hihi', 'chatan']"
pengen konek lagi sama crush gerigi gimana caranyaaaa,"['pengen', 'konek', 'crush', 'gerigi', 'gimana', 'caranyaaaa']"
info kos kosan sekitar its dibawah k  ,"['info', 'kos', 'kosan', 'its', 'dibawah', 'k']"
ayooooo mutualan spoti,"['ayooooo', 'mutualan', 'spoti']"
 seruan aja,"['seruan', 'aja']"
feeling unworthy,"['feeling', 'unworthy']"
rekomendasi tempat nugas wifi cepet,"['rekomendasi', 'nugas', 'wifi', 'cepet']"
saran channel or tutor bikin web laravel   mudah diikutin,"['saran', 'channel', 'or', 'tutor', 'bikin', 'web', 'laravel', 'mudah', 'diikutin']"
haloo adakah warga  sekarang lagi naik kereta tumapel,"['haloo', 'adakah', 'warga', 'kereta', 'tumapel']"
  mau barengan buat dateng ke sini besok  ,"['barengan', 'dateng', 'besok']"
info di  ukm  berkaitan sama theater   atau semacam itu pliss infonyaa,"['info', 'ukm', 'berkaitan', 'theater', 'pliss', 'infonyaa']"
denger sampe pada leave grup  wkwk,"['denger', 'sampe', 'leave', 'grup', 'wkwk']"
its ciri dompet bahan kulit,"['its', 'ciri', 'dompet', 'bahan', 'kulit']"
malam  tolong bantu sebarin teman sekelas kita kehilangan dompet,"['malam', 'tolong', 'bantu', 'sebarin', 'teman', 'sekelas', 'kehilangan', 'dompet']"
seminggu terakhir sender ketagihan es jagung ayo cobain juga ,"['seminggu', 'sender', 'ketagihan', 'es', 'jagung', 'ayo', 'cobain']"
 hari ini cuapeekkk pollll gasih,"['cuapeekkk', 'pollll', 'gasih']"
info kontrakan daerah mulyos   kamarnya kamar,"['info', 'kontrakan', 'daerah', 'mulyos', 'kamarnya', 'kamar']"
halo   bisa spss   kebetulan lagi  tugas tp aku kurang paham amp butuh bantuann,"['halo', 'spss', 'tugas', 'tp', 'paham', 'amp', 'butuh', 'bantuann']"
 angkatan milih atm bri buat ktm apakah udh bisa diambil,"['angkatan', 'milih', 'atm', 'bri', 'ktm', 'udh', 'diambil']"
permisi   pass email itsnya bermasalah gaa udah sama dengan pass myits tapi tetep gabisa,"['permisi', 'pass', 'email', 'itsnya', 'bermasalah', 'gaa', 'udah', 'pass', 'myits', 'tetep', 'gabisa']"
guys cara hubungin dptsi gimana ,"['guys', 'hubungin', 'dptsi', 'gimana']"
 saran resep kreasi nasi di rice cooker magic com kecuali nasi goreng  makasih,"['saran', 'resep', 'kreasi', 'nasi', 'rice', 'cooker', 'magic', 'com', 'kecuali', 'nasi', 'goreng', 'makasih']"
parade budaya expo batal,"['parade', 'budaya', 'expo', 'batal']"
 info point coffee sekitaran its di mana ,"['info', 'point', 'coffee', 'sekitaran', 'its']"
just wondering around,"['just', 'wondering', 'around']"
hi kakakkakak donasinya masih dibuka  kalau mau lihat perkembangan bolu bisa ke thread ini tenang saja,"['hi', 'kakakkakak', 'donasinya', 'dibuka', 'lihat', 'perkembangan', 'bolu', 'thread', 'tenang']"
  suka jalan gaa kalo abis selesai kuliah masih males balik kosan tp gapunya tmn buat diajakin boleh  rep siapa tau bisa jd tmn jalan,"['suka', 'jalan', 'gaa', 'kalo', 'abis', 'selesai', 'kuliah', 'males', 'kosan', 'tp', 'gapunya', 'tmn', 'diajakin', 'rep', 'tau', 'jd', 'tmn', 'jalan']"
ingfo promo  barang ini cuman k aja loh di sakinah gede pilih  banned ,"['ingfo', 'promo', 'barang', 'cuman', 'k', 'aja', 'loh', 'sakinah', 'gede', 'pilih', 'banned']"
rekomendasi makan malam di syopiaplikasi sejenisnya ,"['rekomendasi', 'makan', 'malam', 'syopiaplikasi', 'sejenisnya']"
inpo anjem dari perpus  abis magrib dongg,"['inpo', 'anjem', 'perpus', 'abis', 'magrib', 'dongg']"
info jastip mangan poo  bm nasgor cedek smk,"['info', 'jastip', 'mangan', 'poo', 'bm', 'nasgor', 'cedek', 'smk']"
 gak salah si,"['gak', 'salah', 'si']"
info magang ,"['info', 'magang']"
rekomendasiin makanan di food court deles ,"['rekomendasiin', 'makanan', 'food', 'court', 'deles']"
info lisensi office  legal   di its bisa dipake mggak sih,"['info', 'lisensi', 'office', 'legal', 'its', 'dipake', 'mggak', 'sih']"
 aku bosen dan bingung bgt mau makan  rekomdasiin makanan  worth it bgt bgt bgt tp jarang   tau,"['bosen', 'bingung', 'bgt', 'makan', 'rekomdasiin', 'makanan', 'worth', 'it', 'bgt', 'bgt', 'bgt', 'tp', 'jarang', 'tau']"
  open jastip makanan skrng bgt,"['open', 'jastip', 'makanan', 'skrng', 'bgt']"
info kehilangan stnk,"['info', 'kehilangan', 'stnk']"
 info oprec  apapun itu,"['info', 'oprec', 'apapun']"
kalo kalian dikasi ibu kos  baek,"['kalo', 'dikasi', 'kos', 'baek']"
  tau ruangan bapak dekan fsad dimana ngga terimakasih,"['tau', 'ruangan', 'dekan', 'fsad', 'dimana', 'ngga', 'terimakasih']"
sebagai anak kos,"['anak', 'kos']"
   tau dimana jual kertas kalkir a,"['tau', 'dimana', 'jual', 'kertas', 'kalkir', 'a']"
  mau ke tp gaaaak,"['tp', 'gaaaak']"
rekomendasi tempat nongkrong buat piknik  bisa buat kerja kelompok tapi boleh bawa makanan dari luar,"['rekomendasi', 'nongkrong', 'piknik', 'kerja', 'kelompok', 'bawa', 'makanan']"
,[]
,[]
ini lagi  acara apaan di depan perpus ko rame banget,"['acara', 'perpus', 'ko', 'rame', 'banget']"
mau nanya no salty,"['nanya', 'no', 'salty']"
info kost  kamar mandi dalam,"['info', 'kost', 'kamar', 'mandi']"
kalo transkip nilai di siakad itu kan ntar hasilnya tahap persiapan sama tahap sarjana ,"['kalo', 'transkip', 'nilai', 'siakad', 'ntar', 'hasilnya', 'tahap', 'persiapan', 'tahap', 'sarjana']"
   mahir fl studio atau sejenisnya ngga yaa  bisa arensemen dll drop reply dibawah yaa makasi,"['mahir', 'fl', 'studio', 'sejenisnya', 'ngga', 'yaa', 'arensemen', 'dll', 'drop', 'reply', 'dibawah', 'yaa', 'makasi']"
  mau diajak nonton fast x gk tgl,"['diajak', 'nonton', 'fast', 'x', 'gk', 'tgl']"
dimanakah letak sampai selesai berada,"['dimanakah', 'letak', 'selesai']"
info  jual salad buah sekitar,"['info', 'jual', 'salad', 'buah']"
di perumdos itu banyak bgt orang jualan  lewat tapiii kek pembalap,"['perumdos', 'bgt', 'orang', 'jualan', 'tapiii', 'kek', 'pembalap']"
permisi   punya info kos  di gebangkeputih gaa di bawah sejuta,"['permisi', 'info', 'kos', 'gebangkeputih', 'gaa', 'sejuta']"
info singkatan lucu,"['info', 'singkatan', 'lucu']"
sposes lah guys,"['sposes', 'guys']"
mereka baca,['baca']
sender klarifikasi soal ini,"['sender', 'klarifikasi']"
kamu ngga merasa bersalah kah kalo tugas kelompok dicarry orang lain dan kamu gak  sama sekali inisiatif buat bantuin   kamu rasain,"['ngga', 'bersalah', 'kah', 'kalo', 'tugas', 'kelompok', 'dicarry', 'orang', 'gak', 'inisiatif', 'bantuin', 'rasain']"
 klian  ,['klian']
benar kah soalnya kan sender jg harus persiapan ,"['kah', 'sender', 'jg', 'persiapan']"
halo mbakmas sender mau tanya ni terkait expo sebelumnya sender minta maaf kalau nanya di base,"['halo', 'mbakmas', 'sender', 'ni', 'terkait', 'expo', 'sender', 'maaf', 'nanya', 'base']"
   tau pasar  buka jam segini  mau beli ayam sm ikan soale di keputih cmn  sayur aja,"['tau', 'pasar', 'buka', 'jam', 'segini', 'beli', 'ayam', 'sm', 'ikan', 'soale', 'keputih', 'cmn', 'sayur', 'aja']"
 info sfood seblak  ngeunah pisann atuh ih  pedes gurih nendang nampol micinnya makaciiw,"['info', 'sfood', 'seblak', 'ngeunah', 'pisann', 'atuh', 'ih', 'pedes', 'gurih', 'nendang', 'nampol', 'micinnya', 'makaciiw']"
infoin nomer air galon  bisa dianter ke lantai ,"['infoin', 'nomer', 'air', 'galon', 'dianter', 'lantai']"
saranin makananjajanan  harus bgt dibeli waktu di tp  harganya jg mayan ramah kantong yaa,"['saranin', 'makananjajanan', 'bgt', 'dibeli', 'tp', 'harganya', 'jg', 'mayan', 'ramah', 'kantong', 'yaa']"
  masi buka jasa titip barangmakanan ,"['masi', 'buka', 'jasa', 'titip', 'barangmakanan']"
  bisa dimintain tolong ajarin matlab gak ,"['dimintain', 'tolong', 'ajarin', 'matlab', 'gak']"
  tau tempat beli buku dzikir pagi petang gak ,"['tau', 'beli', 'buku', 'dzikir', 'pagi', 'petang', 'gak']"
mbamas minimal kasih tau kegores dmn saya dah nyari geketemu jdi penasaran lokasi asrama,"['mbamas', 'minimal', 'kasih', 'tau', 'kegores', 'dmn', 'dah', 'nyari', 'geketemu', 'jdi', 'penasaran', 'lokasi', 'asrama']"
email its kan pake outlook  buat daftar canva pro gimana gais   tau,"['email', 'its', 'pake', 'outlook', 'daftar', 'canva', 'pro', 'gimana', 'gais', 'tau']"
hayo    lagi di aula asrama pw bener cuddlenya,"['hayo', 'aula', 'asrama', 'pw', 'bener', 'cuddlenya']"
 rekomendasi ramen enak  di ,"['rekomendasi', 'ramen', 'enak']"
rekomendasi sabun cuci baju,"['rekomendasi', 'sabun', 'cuci', 'baju']"
info kos putri gebang atau keputih under k  dalam dapur bersama,"['info', 'kos', 'putri', 'gebang', 'keputih', 'under', 'k', 'dapur']"
janji jiwa mulyos enak buat nugas  ,"['janji', 'jiwa', 'mulyos', 'enak', 'nugas']"
 disini   pernah gak ikut lomba menggunakan dana reimburse tpi sudah lebih dari bulan tidak dikasih dana reimbursenya,"['gak', 'lomba', 'dana', 'reimburse', 'tpi', 'dikasih', 'dana', 'reimbursenya']"
  pernah naik travel dari kediri ke   kalo  drop  sender butuh bgt,"['travel', 'kediri', 'kalo', 'drop', 'sender', 'butuh', 'bgt']"
warteg  nasinya banyak,"['warteg', 'nasinya']"
  mau tiket kereta gubengmalang jam nggaa buat orang onlyyy,"['tiket', 'kereta', 'gubengmalang', 'jam', 'nggaa', 'orang', 'onlyyy']"
itu  kadernya banyak drama   kasian sama  kadernya baikbaik aja malah ikut kena juga,"['kadernya', 'drama', 'kasian', 'kadernya', 'baikbaik', 'aja', 'kena']"
   udah ikut lkmm td,"['udah', 'lkmm', 'td']"
siapa dapet niki ayo barengann,"['dapet', 'niki', 'ayo', 'barengann']"
adakah info apotek di sekitar keputih,"['adakah', 'info', 'apotek', 'keputih']"
kalian tau video kucing mannequine challenge  viral di lingpus nggak ges,"['tau', 'video', 'kucing', 'mannequine', 'challenge', 'viral', 'lingpus', 'nggak', 'ges']"
joder udh buka blm ,"['joder', 'udh', 'buka', 'blm']"
please write little message to everyone here start from sender hi everyone u r precious people ganbatte and love u,"['please', 'write', 'little', 'message', 'to', 'everyone', 'here', 'start', 'from', 'sender', 'hi', 'everyone', 'u', 'r', 'precious', 'people', 'ganbatte', 'and', 'love', 'u']"
   tau harga charger laptop asus  ori di asus centernya gitu gak  atau saran  mending belinya di mana,"['tau', 'harga', 'charger', 'laptop', 'asus', 'ori', 'asus', 'centernya', 'gitu', 'gak', 'saran', 'mending', 'belinya']"
ccws hari ini tutup  infoin ,"['ccws', 'tutup', 'infoin']"
 haii guys,"['haii', 'guys']"
gais   punya kontak galon gaa  hari ini buka dan bisa minta tolong sampe diangkatin ke lantai dua makasii yaa gais,"['gais', 'kontak', 'galon', 'gaa', 'buka', 'tolong', 'sampe', 'diangkatin', 'lantai', 'makasii', 'yaa', 'gais']"
selamat pagi selamat libur  libur,"['selamat', 'pagi', 'selamat', 'libur', 'libur']"
kamis mei libur gini perpus buka atau ngga  tia,"['kamis', 'mei', 'libur', 'gini', 'perpus', 'buka', 'ngga', 'tia']"
jam segini makan   di grab food gitu,"['jam', 'segini', 'makan', 'grab', 'food', 'gitu']"
butuh temen begadang buat ngelaprakkk,"['butuh', 'temen', 'begadang', 'ngelaprakkk']"
    mau ditemenin ngerjain ta ,"['ditemenin', 'ngerjain', 'ta']"
spill kejadian terplotwist kalian di,"['spill', 'kejadian', 'terplotwist']"
anak perumdos gaada yng mau beli makan bareng kah sender cowok tinggal di perumdos blok u,"['anak', 'perumdos', 'gaada', 'yng', 'beli', 'makan', 'bareng', 'kah', 'sender', 'cowok', 'tinggal', 'perumdos', 'blok', 'u']"
info kost putri ber ac,"['info', 'kost', 'putri', 'ber', 'ac']"
cara bayar iuran ikoma,"['bayar', 'iuran', 'ikoma']"
nih mimin fess  mau ganti pp kah,"['nih', 'mimin', 'fess', 'ganti', 'pp', 'kah']"
yuk yuk ,"['yuk', 'yuk']"
 buat  daftar ulang ikoma emas jalur reguler,"['daftar', 'ulang', 'ikoma', 'emas', 'jalur', 'reguler']"
info motor hilang jika   mengetahui keberadaan motor tsb,"['info', 'motor', 'hilang', 'keberadaan', 'motor', 'tsb']"
cara ngitung jatah alpha gimana  kalo sks jatah alphanya berapa makasih,"['ngitung', 'jatah', 'alpha', 'gimana', 'kalo', 'sks', 'jatah', 'alphanya', 'makasih']"
gaes mo nanya emang student ekskursi dalam kuliah wajib  kalau gk ikut bakalan  konsekuensinya ta,"['gaes', 'mo', 'nanya', 'emang', 'student', 'ekskursi', 'kuliah', 'wajib', 'gk', 'konsekuensinya', 'ta']"
permisi masmbak mau nanya masmbak kalau sakit berobat mua kemana  sender flu,"['permisi', 'masmbak', 'nanya', 'masmbak', 'sakit', 'berobat', 'mua', 'kemana', 'sender', 'flu']"
saranin tempat les inggris offline   harganya affordable,"['saranin', 'les', 'inggris', 'offline', 'harganya', 'affordable']"
permisi semuaa,"['permisi', 'semuaa']"
ini aku  tiket kereta gubeng blimbing jam  kepake gratis aja wkwk sayang,"['tiket', 'kereta', 'gubeng', 'blimbing', 'jam', 'kepake', 'gratis', 'aja', 'wkwk', 'sayang']"
,[]
ayo pok o  parkir e,"['ayo', 'pok', 'o', 'parkir', 'e']"
guys adakah  dapet tiket coldplay,"['guys', 'adakah', 'dapet', 'tiket', 'coldplay']"
  mau nonton niki jg ,"['nonton', 'niki', 'jg']"
saran jajanan manis kebanggaanmu di keputih beserta lokasi tepatnya kak thankss,"['saran', 'jajanan', 'manis', 'kebanggaanmu', 'keputih', 'beserta', 'lokasi', 'tepatnya', 'kak', 'thankss']"
  mau buka jastip makanan gk buat malam ini area,"['buka', 'jastip', 'makanan', 'gk', 'malam', 'area']"
mau tanya  toko deket its  jual elektronika  jual alat sensor sidik jari dimana yaa,"['toko', 'deket', 'its', 'jual', 'elektronika', 'jual', 'alat', 'sensor', 'sidik', 'jari', 'dimana', 'yaa']"
wtb buku modul bahasa inggris,"['wtb', 'buku', 'modul', 'bahasa', 'inggris']"
   tau beli ginian di  dimana ,"['tau', 'beli', 'ginian', 'dimana']"
caprsbem resek banget,"['caprsbem', 'resek', 'banget']"
naspad goyang lidah kenapa  pernah buka  ,"['naspad', 'goyang', 'lidah', 'buka']"
 kita online tanggal brp aja ,"['online', 'tanggal', 'brp', 'aja']"
,[]
 kalo tes tefl di upt bahasa itu hasilnya keluar h berapa makasii,"['kalo', 'tes', 'tefl', 'upt', 'bahasa', 'hasilnya', 'h', 'makasii']"
  tau gak beli ematerai biasanya di mana,"['tau', 'gak', 'beli', 'ematerai']"
info tempat laundry  bersih dan  ngerusak baju di sekitaran keputihgebang rekkk,"['info', 'laundry', 'bersih', 'ngerusak', 'baju', 'sekitaran', 'keputihgebang', 'rekkk']"
guys tempat beli kipas angin dmn  rencana mau beli kipas angin turb  baling makasii  jawab,"['guys', 'beli', 'kipas', 'angin', 'dmn', 'rencana', 'beli', 'kipas', 'angin', 'turb', 'baling', 'makasii']"
aku nemu uang di parkiran statis gmnaa  enaknya,"['nemu', 'uang', 'parkiran', 'statis', 'gmnaa', 'enaknya']"
institut teknologi ,"['institut', 'teknologi']"
  info carter mobil pick up buat pindahan ke luar kota nggak area jatim,"['info', 'carter', 'mobil', 'pick', 'up', 'pindahan', 'kota', 'nggak', 'area', 'jatim']"
gimana cara nolak halus temen  sering ngajakin nongkrong gak penting,"['gimana', 'nolak', 'halus', 'temen', 'ngajakin', 'nongkrong', 'gak']"
  tau  klo mau ngecek nilai tpa pas maba itu di mana,"['tau', 'klo', 'ngecek', 'nilai', 'tpa', 'pas', 'maba']"
guys beli kaca helm sekalian gantinya dan harganya di sekitar its dimana yaaa thanks,"['guys', 'beli', 'kaca', 'helm', 'gantinya', 'harganya', 'its', 'dimana', 'yaaa', 'thanks']"
 sudah magang atau kp,"['magang', 'kp']"
info laundry di gebang  bener bersih ilangin noda dongg,"['info', 'laundry', 'gebang', 'bener', 'bersih', 'ilangin', 'noda', 'dongg']"
haloo orang baik jika   ingin berdonasi bisa ke sini yaa sekalian minta tolong bantu sebarin juga biar mengnya cepet dirawat thanks,"['haloo', 'orang', 'berdonasi', 'yaa', 'tolong', 'bantu', 'sebarin', 'biar', 'mengnya', 'cepet', 'dirawat', 'thanks']"
waktu untuk anterin bareng sama aku juga akan membantu banget aku  punya motor info  bisa dipinjemin pet carrier thanks,"['anterin', 'bareng', 'membantu', 'banget', 'motor', 'info', 'dipinjemin', 'pet', 'carrier', 'thanks']"
mohon perhatiannya kucing penghuni danau ini  luka besar di kulitnya dari minggu kemarin kuperhatiin belum sembuh aku  berani apain krn  berani,"['mohon', 'perhatiannya', 'kucing', 'penghuni', 'danau', 'luka', 'kulitnya', 'minggu', 'kemarin', 'kuperhatiin', 'sembuh', 'berani', 'apain', 'krn', 'berani']"
hatihati gais,"['hatihati', 'gais']"
,[]
semester makin mendekati uas makin gak ngotak tugas nya,"['semester', 'mendekati', 'uas', 'gak', 'ngotak', 'tugas', 'nya']"
kenaikan isa al masih kamis besok libur  perkuliahan nya,"['kenaikan', 'isa', 'al', 'kamis', 'besok', 'libur', 'perkuliahan', 'nya']"
sepi lah,['sepi']
,[]
,[]
kalo  barang hilang di manarul ambilnya dimana ,"['kalo', 'barang', 'hilang', 'manarul', 'ambilnya', 'dimana']"
debat pemilu sepi banget ,"['debat', 'pemilu', 'sepi', 'banget']"
rekom tempat wifinya kencang sekitar ,"['rekom', 'wifinya', 'kencang']"
ini ktt keknya rame rame   sii,"['ktt', 'keknya', 'rame', 'rame', 'sii']"
lagi banyak tweet teman kelompoknya pada gak kerja beban disini sender malah dibeban bebanin sama kelompok sender,"['tweet', 'teman', 'kelompoknya', 'gak', 'kerja', 'beban', 'sender', 'dibeban', 'bebanin', 'kelompok', 'sender']"
,[]
halo gais boleh mintol isi kuesioner gaa,"['halo', 'gais', 'mintol', 'isi', 'kuesioner', 'gaa']"
mining enthusiasts yokk ngumpulll,"['mining', 'enthusiasts', 'yokk', 'ngumpulll']"
info service laptop area  bisa install aplikasi  makasii,"['info', 'service', 'laptop', 'area', 'install', 'aplikasi', 'makasii']"
misi  kalo mau sewa lapangan badmin its hubungin ke siapa  biayanya berapa thankiess,"['misi', 'kalo', 'sewa', 'lapangan', 'badmin', 'its', 'hubungin', 'biayanya', 'thankiess']"
kalian kalo diajak ketemu pacar x seminggu gitu sebel amp capek ta ,"['kalo', 'diajak', 'ketemu', 'pacar', 'x', 'seminggu', 'gitu', 'sebel', 'amp', 'capek', 'ta']"
beli cake ultah atau bento cake gitu dimana    bisa online di sekitar mau merayakan ultah diri sendiri,"['beli', 'cake', 'ultah', 'bento', 'cake', 'gitu', 'dimana', 'online', 'merayakan', 'ultah']"
infoo  educity kolam renangnya umum  nder ,"['infoo', 'educity', 'kolam', 'renangnya', 'nder']"
partner kelompok  gk mau ikutan kerja,"['partner', 'kelompok', 'gk', 'ikutan', 'kerja']"
ciwi kl meni pedi   salon offlinenya dmn biasanyaa  worth it yad,"['ciwi', 'kl', 'meni', 'pedi', 'salon', 'offlinenya', 'dmn', 'biasanyaa', 'worth', 'it', 'yad']"
,[]
nabung uang nominal di sabak aman  yaa,"['nabung', 'uang', 'nominal', 'sabak', 'aman', 'yaa']"
nanti jam malam  badminton di zuper,"['jam', 'malam', 'badminton', 'zuper']"
 ,[]
halo rekkk,"['halo', 'rekkk']"
